config_sequence,performance_ratio,score
"[1, 0, 0, 0, 78780, 735, 630, 4925, 3, 1183, 2995]",1.1604938271604939,25474.0
"[1, 1, 1, 1, 56652, 728, 439, 1779, 6, 1176, 7245]",0.988109881098811,21690.0
"[1, 1, 0, 0, 117954, 290, 389, 2878, 5, 1247, 5953]",0.8620108423306455,18922.0
"[0, 0, 1, 0, 99460, 253, 620, 3683, 3, 662, 4002]",0.32905106828846065,7223.0
"[0, 1, 1, 0, 38596, 578, 492, 3852, 2, 1480, 4770]",0.34768347683476836,7632.0
"[0, 1, 1, 1, 37613, 279, 340, 4771, 3, 757, 2310]",0.37164593868160906,8158.0
"[0, 1, 0, 0, 33660, 764, 527, 3003, 0, 924, 5800]",0.38613275021639104,8476.0
"[1, 1, 0, 0, 115023, 652, 274, 3726, 4, 1226, 8057]",0.8740831852762972,19187.0
"[1, 0, 0, 0, 117320, 572, 552, 4634, 1, 1228, 3328]",1.1543893216709944,25340.0
"[0, 0, 0, 0, 77829, 912, 387, 3871, 5, 787, 6498]",0.32727438385494967,7184.0
"[1, 0, 1, 0, 68910, 550, 704, 2267, 0, 657, 2485]",1.0033711448225593,22025.0
"[1, 0, 1, 1, 95618, 809, 696, 1736, 1, 534, 4748]",1.157760466493554,25414.0
"[1, 1, 1, 0, 40197, 914, 770, 5146, 8, 794, 5476]",0.8658831032754772,19007.0
"[1, 0, 1, 0, 63185, 278, 508, 5932, 6, 1103, 7223]",0.992756594232609,21792.0
"[0, 0, 0, 1, 98222, 507, 689, 4261, 2, 1172, 3086]",0.36859368593685937,8091.0
"[0, 1, 1, 1, 60018, 434, 594, 5078, 7, 1904, 2260]",0.3764748758598697,8264.0
"[0, 0, 1, 1, 51248, 794, 414, 2794, 3, 946, 5814]",0.4552867750899731,9994.0
"[1, 1, 0, 1, 87922, 580, 757, 2192, 7, 990, 2259]",1.009976766434331,22170.0
"[1, 0, 1, 1, 43902, 425, 646, 3476, 3, 1655, 3043]",1.4190697462530182,31150.0
"[1, 1, 0, 0, 93866, 410, 790, 1605, 6, 1966, 5904]",0.8381850485171518,18399.0
"[1, 1, 0, 0, 101154, 563, 551, 2892, 1, 1390, 5829]",0.8475240307958635,18604.0
"[0, 1, 1, 0, 37974, 735, 474, 2630, 1, 878, 4848]",0.4133296888524441,9073.0
"[0, 0, 0, 0, 39673, 606, 338, 5878, 5, 1338, 4742]",0.34495011616782834,7572.0
"[0, 1, 1, 1, 112777, 880, 460, 5514, 5, 1525, 6236]",0.3767937679376794,8271.0
"[0, 0, 1, 1, 84284, 409, 729, 3860, 0, 644, 6143]",0.37023370233702335,8127.0
"[0, 0, 0, 0, 74019, 268, 595, 4705, 8, 1217, 6704]",0.3248599152658193,7131.0
"[0, 1, 1, 0, 32624, 408, 548, 2137, 2, 1348, 7678]",0.44758780921142544,9825.0
"[1, 0, 0, 1, 102032, 441, 560, 4624, 6, 930, 3266]",1.4023506901735685,30783.0
"[1, 1, 0, 1, 62695, 337, 537, 2418, 6, 589, 3634]",1.0242813539246503,22484.0
"[1, 1, 1, 0, 104534, 442, 788, 2561, 5, 1322, 7137]",0.8764976538654276,19240.0
"[0, 0, 1, 1, 66482, 656, 239, 1658, 5, 1957, 4453]",0.5217074392966152,11452.0
"[0, 0, 1, 1, 75767, 879, 601, 3672, 4, 562, 7940]",0.366042549314382,8035.0
"[1, 0, 1, 0, 35406, 720, 651, 2191, 4, 1536, 7233]",1.0038722609448316,22036.0
"[1, 1, 0, 1, 73993, 374, 603, 4831, 8, 978, 3934]",1.015443487768211,22290.0
"[1, 0, 1, 0, 54336, 239, 767, 5707, 6, 1237, 2435]",0.984693180265136,21615.0
"[0, 1, 0, 0, 70546, 920, 704, 3139, 3, 529, 5136]",0.3673181176256207,8063.0
"[0, 0, 1, 0, 38423, 482, 469, 4161, 7, 1567, 5550]",0.34317343173431736,7533.0
"[0, 1, 1, 1, 40612, 666, 266, 5217, 7, 1077, 2385]",0.3772948840599517,8282.0
"[0, 1, 1, 0, 92608, 830, 477, 2271, 0, 1360, 2416]",0.4232608992756594,9291.0
"[0, 1, 1, 1, 109702, 507, 308, 3261, 8, 1262, 3159]",0.4433966561887841,9733.0
"[1, 1, 0, 0, 30968, 464, 787, 3965, 5, 571, 3260]",0.8367728121725662,18368.0
"[1, 0, 0, 0, 75944, 436, 341, 3932, 4, 552, 6150]",1.155847114026696,25372.0
"[0, 1, 0, 0, 97317, 897, 297, 5068, 1, 1579, 7964]",0.3554279987244317,7802.0
"[1, 0, 0, 1, 67512, 232, 387, 2724, 0, 1640, 2075]",0.9922554781103367,21781.0
"[0, 1, 0, 0, 32352, 380, 621, 4828, 8, 1603, 6389]",0.3518746298574097,7724.0
"[0, 0, 1, 0, 50277, 808, 647, 5547, 4, 515, 7663]",0.34704569267914903,7618.0
"[1, 1, 0, 0, 62073, 361, 386, 3388, 8, 1447, 4982]",0.8547674365632545,18763.0
"[0, 0, 1, 0, 95821, 272, 577, 1979, 3, 1400, 5758]",0.4441711083777504,9750.0
"[0, 1, 0, 0, 39382, 371, 416, 3079, 6, 1887, 3500]",0.3895038950389504,8550.0
"[1, 0, 1, 0, 66474, 675, 599, 5131, 0, 541, 3960]",1.1699694774725524,25682.0
"[1, 1, 1, 1, 57202, 563, 379, 3921, 0, 1723, 7972]",1.0061045054894993,22085.0
"[0, 1, 0, 1, 50721, 755, 465, 5679, 1, 824, 6431]",0.378752676415653,8314.0
"[1, 0, 0, 0, 117680, 800, 593, 4810, 3, 1001, 8146]",1.169195025283586,25665.0
"[0, 0, 0, 0, 111845, 850, 609, 2607, 6, 1483, 5342]",0.3983417611953897,8744.0
"[0, 1, 1, 0, 78224, 740, 339, 5113, 4, 1711, 4380]",0.3436745478565897,7544.0
"[0, 0, 0, 0, 76632, 301, 377, 1615, 1, 1279, 4730]",0.46717689399116213,10255.0
"[1, 1, 1, 1, 85554, 317, 650, 3650, 2, 988, 4903]",1.0194524167463896,22378.0
"[0, 1, 0, 0, 90244, 445, 747, 2485, 5, 1358, 2468]",0.3930572639059724,8628.0
"[1, 1, 0, 0, 114883, 355, 261, 5548, 1, 878, 5017]",0.8569996811079222,18812.0
"[1, 1, 1, 0, 89262, 300, 418, 4570, 6, 970, 6406]",0.8600974898637875,18880.0
"[0, 0, 0, 1, 71820, 653, 333, 1558, 5, 1828, 4793]",0.5149651496514965,11304.0
"[0, 0, 1, 0, 82750, 540, 212, 2752, 3, 495, 3001]",0.39433283221721105,8656.0
"[1, 1, 0, 1, 48708, 717, 665, 2778, 2, 849, 3463]",1.019953532868662,22389.0
"[0, 0, 0, 1, 119479, 401, 733, 2272, 2, 522, 4451]",0.4628490729351738,10160.0
"[1, 1, 0, 1, 84442, 300, 343, 1606, 2, 687, 6971]",1.0061045054894993,22085.0
"[0, 1, 0, 0, 113209, 886, 250, 1613, 0, 1282, 4027]",0.44485444854448547,9765.0
"[1, 0, 1, 1, 119969, 443, 496, 2190, 2, 1635, 3376]",1.1665983326499931,25608.0
"[1, 1, 0, 0, 95937, 796, 236, 4961, 7, 1219, 3225]",0.8563618969523028,18798.0
"[1, 1, 1, 1, 35920, 384, 301, 2705, 0, 1207, 6068]",1.0255569222358891,22512.0
"[0, 0, 1, 0, 57533, 292, 781, 5610, 7, 1231, 7713]",0.35574689080224137,7809.0
"[0, 0, 1, 1, 106847, 493, 716, 1712, 1, 1755, 4231]",0.4937360484715958,10838.0
"[1, 0, 0, 0, 74192, 334, 775, 2958, 3, 1911, 7415]",1.1665983326499931,25608.0
"[1, 1, 1, 1, 50550, 745, 238, 2632, 3, 503, 2759]",1.0179946243906883,22346.0
"[1, 1, 0, 1, 44337, 636, 506, 2153, 0, 776, 6865]",1.0176757323128787,22339.0
"[1, 0, 1, 0, 39210, 607, 351, 3039, 5, 1372, 3992]",1.1554826659377704,25364.0
"[1, 1, 0, 1, 95587, 794, 718, 2961, 6, 1536, 3799]",0.9980410915220264,21908.0
"[0, 0, 0, 0, 114483, 885, 297, 4317, 2, 1792, 5830]",0.3367500341670083,7392.0
"[1, 0, 1, 1, 42313, 364, 354, 4428, 6, 621, 4744]",1.4147419251970297,31055.0
"[0, 0, 1, 1, 82064, 529, 468, 2303, 6, 908, 3890]",0.4787481208145415,10509.0
"[1, 1, 1, 1, 100887, 857, 763, 1834, 4, 649, 4173]",0.9998177759555373,21947.0
"[1, 0, 0, 1, 64845, 810, 713, 2805, 5, 1517, 5326]",1.1735228463395746,25760.0
"[1, 1, 1, 0, 59589, 285, 605, 1817, 7, 1835, 3391]",0.8393239487950435,18424.0
"[1, 1, 1, 0, 43390, 314, 668, 3149, 2, 1718, 5578]",0.8401439569951255,18442.0
"[1, 1, 1, 1, 34127, 509, 797, 2796, 2, 1052, 7183]",0.990843241765751,21750.0
"[0, 1, 0, 0, 79096, 845, 503, 4113, 3, 954, 6486]",0.353469090246458,7759.0
"[0, 0, 0, 0, 71382, 900, 408, 3439, 5, 523, 3076]",0.3547902145688124,7788.0
"[0, 1, 0, 0, 118063, 557, 375, 1672, 0, 542, 2128]",0.47155027105826613,10351.0
"[1, 1, 0, 0, 59323, 334, 742, 5926, 1, 898, 2137]",0.8539474283631725,18745.0
"[1, 1, 1, 0, 62724, 855, 674, 1956, 3, 1481, 6694]",0.8245182451824519,18099.0
"[0, 1, 0, 0, 34465, 758, 448, 5136, 3, 1436, 2896]",0.3435378798232427,7541.0
"[0, 0, 0, 1, 100656, 264, 594, 3619, 7, 1501, 5230]",0.3811671450047834,8367.0
"[0, 1, 1, 1, 107505, 258, 795, 1716, 1, 881, 7582]",0.5171973941961642,11353.0
"[1, 1, 0, 1, 111393, 462, 456, 5921, 6, 1470, 7555]",0.998223315566489,21912.0
"[1, 0, 1, 1, 69980, 375, 654, 5509, 8, 1309, 2818]",1.1695139173613958,25672.0
"[1, 0, 1, 1, 39603, 914, 690, 3060, 0, 662, 2162]",1.1981230923420345,26300.0
"[1, 0, 1, 1, 71495, 895, 316, 4116, 4, 1599, 2714]",1.4023506901735685,30783.0
"[1, 1, 1, 1, 41517, 283, 632, 2706, 5, 1716, 3578]",1.0184957405129607,22357.0
"[0, 0, 1, 0, 47624, 640, 617, 1802, 7, 1750, 4753]",0.45674456744567443,10026.0
"[0, 0, 0, 0, 48716, 230, 786, 5292, 8, 1710, 7821]",0.35524577467996904,7798.0
"[1, 0, 1, 1, 111854, 397, 585, 5812, 4, 1853, 3724]",1.172383946061683,25735.0
"[1, 0, 0, 0, 55915, 341, 464, 2805, 3, 1626, 2809]",0.8512140676962325,18685.0
"[0, 1, 0, 1, 51317, 481, 266, 5369, 6, 653, 4481]",0.3766570999043324,8268.0
"[1, 0, 0, 0, 106549, 909, 773, 2439, 2, 992, 6899]",0.9996811079221903,21944.0
"[0, 1, 0, 1, 78177, 825, 495, 3202, 8, 859, 3927]",0.4509589540339848,9899.0
"[1, 1, 1, 0, 30658, 838, 542, 5501, 2, 1708, 7362]",0.8632864106418842,18950.0
"[0, 1, 1, 0, 105015, 260, 349, 2055, 6, 944, 2515]",0.4411188556330008,9683.0
"[0, 0, 1, 1, 112614, 563, 347, 4434, 4, 492, 2682]",0.37392373923739236,8208.0
"[1, 1, 0, 0, 56212, 781, 608, 3764, 1, 1899, 4242]",0.8714864926427042,19130.0
"[0, 0, 0, 0, 83769, 684, 597, 2488, 5, 777, 7745]",0.40253291421803106,8836.0
"[0, 0, 1, 1, 61849, 362, 538, 4563, 4, 1732, 7817]",0.3711903785704524,8148.0
"[1, 0, 1, 0, 40551, 884, 363, 4812, 0, 686, 5394]",1.1595371509270649,25453.0
"[1, 1, 1, 1, 52817, 864, 600, 3375, 3, 1064, 4441]",0.988246549132158,21693.0
"[1, 1, 1, 0, 37779, 420, 662, 2759, 3, 996, 7679]",0.8507585075850759,18675.0
"[1, 0, 0, 1, 44828, 643, 531, 3041, 7, 1732, 6568]",1.4123274566078994,31002.0
"[1, 1, 0, 1, 45166, 700, 636, 1581, 5, 1735, 5731]",0.9874265409320759,21675.0
"[0, 1, 1, 0, 62764, 235, 256, 3589, 6, 1900, 5577]",0.38358161359391374,8420.0
"[0, 1, 0, 1, 118516, 880, 499, 5780, 0, 1799, 2466]",0.369732586214751,8116.0
"[1, 0, 1, 0, 33956, 328, 581, 3844, 1, 1042, 2414]",1.1431369869254249,25093.0
"[1, 1, 1, 1, 77555, 776, 623, 2704, 1, 760, 7845]",0.9784520067422896,21478.0
"[0, 1, 0, 0, 60609, 394, 276, 5735, 1, 1857, 7904]",0.3573413511912897,7844.0
"[0, 1, 0, 0, 109588, 392, 680, 4313, 1, 1647, 2907]",0.3435378798232427,7541.0
"[0, 0, 1, 0, 55307, 496, 752, 4514, 3, 1169, 8112]",0.3446312240900187,7565.0
"[1, 1, 0, 0, 72218, 531, 210, 1537, 6, 1503, 7120]",0.8590952576192429,18858.0
"[1, 0, 0, 1, 96440, 692, 745, 2478, 6, 1543, 3250]",1.1950708395972849,26233.0
"[1, 0, 0, 0, 112157, 859, 275, 4688, 4, 999, 5385]",1.1596738189604119,25456.0
"[0, 1, 1, 1, 107171, 374, 778, 5877, 0, 1652, 4973]",0.36135028016946835,7932.0
"[1, 1, 1, 1, 78173, 329, 751, 4111, 1, 1678, 5288]",0.9975855314108697,21898.0
"[0, 0, 1, 1, 104332, 558, 305, 4127, 3, 598, 2967]",0.37260261491503804,8179.0
"[1, 0, 1, 0, 53822, 517, 210, 2175, 1, 1239, 2514]",0.9942143865883103,21824.0
"[0, 1, 0, 0, 47683, 315, 255, 3434, 3, 600, 5210]",0.3640836408364084,7992.0
"[0, 1, 0, 1, 67836, 368, 449, 3443, 3, 1860, 2660]",0.43050430504305043,9450.0
"[1, 1, 0, 0, 34200, 874, 666, 3582, 3, 1689, 6140]",0.8473873627625165,18601.0
"[0, 0, 0, 0, 64362, 816, 525, 3603, 2, 1727, 5453]",0.345132340212291,7576.0
"[1, 0, 0, 0, 87870, 692, 351, 3590, 4, 1007, 7741]",1.1571226823379346,25400.0
"[1, 1, 1, 1, 99321, 751, 398, 2792, 5, 1502, 3316]",0.9912988018769077,21760.0
"[1, 1, 1, 0, 58490, 390, 316, 5652, 8, 874, 7251]",0.8465673545624345,18583.0
"[0, 1, 0, 0, 48278, 232, 759, 3373, 5, 960, 4229]",0.3610313880916587,7925.0
"[0, 0, 0, 1, 36246, 588, 633, 5349, 3, 1605, 2784]",0.3736048471595827,8201.0
"[1, 1, 1, 0, 33438, 448, 786, 5616, 5, 1068, 6300]",0.8758143136986926,19225.0
"[0, 1, 0, 0, 103307, 339, 764, 2342, 6, 1721, 3004]",0.41364858093025375,9080.0
"[1, 1, 0, 0, 85657, 573, 632, 2355, 0, 1789, 2622]",0.8631497426085372,18947.0
"[0, 0, 0, 1, 54742, 917, 679, 3493, 4, 1230, 2463]",0.3858138581385814,8469.0
"[1, 0, 0, 1, 55532, 609, 781, 3896, 7, 1899, 2463]",1.3922372557058904,30561.0
"[1, 1, 1, 1, 113398, 412, 377, 5345, 0, 1720, 3026]",0.9856954125096806,21637.0
"[1, 0, 0, 0, 62102, 600, 639, 3818, 3, 1955, 3600]",1.1641838640608628,25555.0
"[0, 1, 1, 1, 48930, 465, 212, 2801, 6, 1314, 5631]",0.47346362352512417,10393.0
"[0, 0, 0, 0, 95905, 682, 350, 4062, 5, 624, 3629]",0.34850348503485035,7650.0
"[1, 0, 1, 1, 90310, 343, 252, 4203, 0, 841, 3800]",1.4167008336750033,31098.0
"[0, 0, 0, 1, 51490, 790, 444, 4190, 1, 1393, 3332]",0.3808482529269737,8360.0
"[0, 1, 1, 0, 76938, 499, 363, 2507, 6, 503, 7311]",0.4337387818322628,9521.0
"[0, 0, 1, 0, 111607, 421, 644, 2658, 0, 932, 5192]",0.3890483349277937,8540.0
"[1, 0, 0, 1, 41781, 621, 676, 1696, 8, 654, 7874]",1.158580474693636,25432.0
"[1, 0, 0, 1, 103224, 627, 377, 1971, 1, 1860, 7017]",1.190424126463487,26131.0
"[0, 0, 0, 0, 38333, 241, 631, 2950, 7, 898, 3053]",0.3846749578606897,8444.0
"[1, 0, 1, 1, 92637, 495, 377, 3666, 0, 1895, 2281]",1.4292287367318117,31373.0
"[0, 0, 1, 0, 78611, 547, 667, 3288, 6, 864, 2208]",0.335292241811307,7360.0
"[1, 0, 0, 1, 92102, 511, 299, 1693, 0, 1162, 7442]",1.121087877545442,24609.0
"[0, 0, 1, 1, 110169, 285, 571, 1848, 7, 1069, 5704]",0.5054439433283222,11095.0
"[1, 1, 0, 1, 115169, 377, 605, 3437, 1, 1208, 7504]",0.9951710628217393,21845.0
"[1, 1, 0, 1, 91690, 344, 779, 2885, 1, 1507, 3410]",1.0097945423898684,22166.0
"[1, 0, 0, 0, 34175, 322, 578, 2116, 8, 929, 2511]",0.9975855314108697,21898.0
"[0, 1, 1, 0, 39255, 284, 426, 3474, 2, 1612, 3864]",0.36859368593685937,8091.0
"[1, 1, 0, 1, 73406, 689, 752, 5285, 6, 1521, 3827]",0.9951710628217393,21845.0
"[1, 1, 0, 1, 42592, 411, 696, 2781, 2, 641, 2292]",1.035670356703567,22734.0
"[0, 0, 1, 1, 90705, 632, 600, 3661, 0, 1168, 5020]",0.3818049291604027,8381.0
"[0, 0, 0, 1, 61625, 270, 390, 5446, 6, 1607, 3609]",0.3592547036581477,7886.0
"[1, 0, 0, 1, 58502, 352, 726, 4044, 0, 770, 3103]",1.415379709352649,31069.0
"[0, 1, 0, 0, 97730, 260, 646, 2429, 4, 1718, 7303]",0.42808983645392007,9397.0
"[1, 0, 1, 1, 37272, 851, 256, 3884, 1, 1550, 5569]",1.4380666028882512,31567.0
"[1, 1, 1, 0, 61428, 683, 495, 1959, 8, 1760, 4043]",0.8611908341305635,18904.0
"[1, 0, 0, 0, 80367, 587, 211, 4195, 4, 1212, 7334]",1.1680561250056944,25640.0
"[1, 1, 0, 0, 56094, 525, 331, 5255, 8, 720, 3387]",0.8375472643615325,18385.0
"[0, 0, 1, 1, 54534, 335, 576, 2741, 6, 1336, 6749]",0.44371554826659376,9740.0
"[1, 0, 0, 1, 61526, 920, 370, 2770, 8, 1048, 7357]",1.4266320440982188,31316.0
"[0, 1, 1, 0, 37870, 872, 736, 1852, 4, 512, 3384]",0.4664024418021958,10238.0
"[1, 0, 1, 0, 33698, 583, 215, 1725, 2, 1254, 2101]",0.9806842512869574,21527.0
"[0, 1, 1, 1, 50641, 551, 475, 4374, 1, 600, 6016]",0.36699922554781106,8056.0
"[0, 1, 1, 1, 104199, 701, 789, 3719, 0, 1968, 4089]",0.3766570999043324,8268.0
"[1, 0, 1, 1, 115391, 801, 592, 1580, 2, 1936, 2174]",1.175937314928705,25813.0
"[0, 0, 1, 1, 38649, 538, 543, 2449, 1, 808, 5176]",0.46717689399116213,10255.0
"[0, 0, 0, 1, 101643, 458, 240, 5213, 8, 1232, 4268]",0.37406040727073936,8211.0
"[0, 0, 1, 0, 89547, 592, 217, 5062, 0, 508, 2618]",0.3510546216573277,7706.0
"[1, 1, 0, 0, 92524, 557, 281, 2989, 2, 1568, 2345]",0.8716687166871668,19134.0
"[1, 1, 0, 0, 102314, 878, 763, 3394, 6, 1847, 6409]",0.8298482984829848,18216.0
"[1, 1, 0, 1, 32078, 305, 567, 2866, 0, 682, 3683]",1.009976766434331,22170.0
"[1, 1, 0, 0, 81148, 640, 262, 4856, 7, 1531, 4683]",0.8692542480980365,19081.0
"[1, 0, 0, 1, 107569, 315, 250, 2025, 8, 1035, 3070]",1.1320213202132021,24849.0
"[1, 1, 1, 0, 32603, 280, 471, 5212, 7, 1113, 6358]",0.8301671905607945,18223.0
"[1, 0, 0, 0, 57947, 234, 440, 5383, 4, 1234, 6452]",1.1617693954717325,25502.0
"[0, 0, 1, 1, 66803, 476, 705, 2237, 8, 1690, 7834]",0.4691358024691358,10298.0
"[1, 0, 1, 0, 52573, 752, 487, 4387, 8, 1721, 2880]",1.132841328413284,24867.0
"[1, 0, 1, 1, 55948, 801, 696, 4544, 8, 541, 7914]",1.3782515602933807,30254.0
"[1, 1, 1, 1, 79326, 564, 542, 1870, 3, 996, 2615]",0.985376520431871,21630.0
"[1, 0, 0, 0, 48917, 368, 401, 4373, 4, 1960, 6328]",1.1653227643387545,25580.0
"[1, 0, 0, 1, 60861, 419, 740, 3865, 4, 1748, 3778]",1.410869664252198,30970.0
"[1, 0, 1, 0, 74662, 830, 607, 5465, 5, 1544, 6435]",1.1498792765705435,25241.0
"[0, 0, 0, 1, 117585, 718, 619, 3860, 8, 1591, 5557]",0.3647214249920277,8006.0
"[0, 0, 0, 1, 70983, 507, 334, 2421, 6, 1026, 7636]",0.45337342262311514,9952.0
"[0, 1, 0, 1, 64142, 461, 412, 4810, 2, 1944, 7651]",0.37793266821557103,8296.0
"[1, 0, 0, 1, 85305, 854, 728, 3975, 8, 1956, 6792]",1.4147419251970297,31055.0
"[1, 0, 0, 1, 58645, 635, 624, 4256, 6, 915, 6945]",1.4374288187326318,31553.0
"[1, 0, 1, 1, 116177, 291, 601, 2000, 3, 671, 6561]",1.158717142726983,25435.0
"[0, 1, 1, 0, 44641, 280, 314, 2613, 0, 1332, 2193]",0.4261764839870621,9355.0
"[1, 0, 0, 1, 96036, 495, 596, 3709, 8, 1419, 7942]",1.4364721424992029,31532.0
"[0, 0, 0, 0, 112879, 266, 350, 3015, 8, 669, 5402]",0.3849938499384994,8451.0
"[0, 1, 0, 1, 92955, 768, 357, 1755, 5, 1459, 4386]",0.5144640335292242,11293.0
"[0, 0, 1, 0, 43565, 240, 766, 2594, 1, 1628, 4479]",0.353469090246458,7759.0
"[0, 0, 1, 1, 47078, 779, 490, 1752, 6, 1355, 3565]",0.5089973121953442,11173.0
"[0, 1, 0, 1, 113888, 273, 568, 2905, 1, 1058, 7005]",0.4517334062229511,9916.0
"[0, 1, 1, 1, 82008, 517, 652, 3782, 6, 1288, 7054]",0.3684570179035124,8088.0
"[0, 0, 0, 1, 115089, 327, 514, 2820, 1, 1764, 3540]",0.45223452234522343,9927.0
"[0, 1, 0, 0, 41113, 886, 382, 2081, 0, 746, 6865]",0.45578789121224544,10005.0
"[1, 1, 1, 1, 71256, 755, 519, 2783, 8, 1761, 3820]",0.9897043414878594,21725.0
"[0, 1, 0, 1, 46532, 910, 697, 5804, 4, 1415, 3688]",0.3811671450047834,8367.0
"[0, 0, 1, 0, 44692, 568, 277, 2082, 5, 729, 3593]",0.42490091567582344,9327.0
"[0, 0, 1, 1, 94170, 247, 377, 5460, 5, 1068, 3366]",0.378752676415653,8314.0
"[1, 0, 1, 0, 84757, 705, 427, 2895, 4, 660, 2794]",0.8383672725616145,18403.0
"[1, 1, 0, 1, 75135, 450, 298, 3667, 6, 1736, 2398]",0.9993622158443807,21937.0
"[0, 0, 1, 0, 41867, 896, 675, 3404, 1, 1186, 6340]",0.34495011616782834,7572.0
"[0, 0, 1, 1, 37699, 567, 691, 4299, 1, 1061, 5760]",0.3668170015033484,8052.0
"[0, 1, 0, 0, 86631, 445, 347, 3977, 2, 1817, 7520]",0.34317343173431736,7533.0
"[1, 0, 0, 0, 99247, 808, 494, 5428, 8, 1929, 2228]",1.1613138353605759,25492.0
"[1, 1, 0, 0, 101454, 460, 473, 3634, 8, 1744, 3101]",0.8631497426085372,18947.0
"[1, 0, 1, 1, 113313, 318, 344, 3487, 0, 562, 7226]",1.4456289007334517,31733.0
"[1, 1, 0, 1, 95777, 498, 300, 3786, 8, 1079, 5869]",1.0195890847797366,22381.0
"[0, 0, 1, 1, 93780, 737, 515, 4994, 3, 496, 4963]",0.3664981094255387,8045.0
"[0, 0, 1, 1, 88113, 582, 466, 3082, 4, 791, 7324]",0.42567536786478977,9344.0
"[1, 1, 1, 0, 87781, 911, 424, 3058, 5, 553, 3966]",0.8616919502528358,18915.0
"[1, 0, 0, 0, 64488, 310, 565, 4952, 6, 1419, 4449]",1.156803790260125,25393.0
"[1, 0, 0, 0, 98050, 808, 325, 1861, 5, 1048, 3802]",0.9911621338435607,21757.0
"[1, 1, 0, 1, 102703, 679, 782, 2369, 8, 1272, 6976]",0.9970844152885974,21887.0
"[0, 0, 0, 1, 58756, 864, 551, 3551, 8, 596, 5328]",0.4007562297845201,8797.0
"[1, 0, 1, 0, 44827, 668, 489, 4588, 1, 723, 4257]",1.154708213748804,25347.0
"[0, 0, 0, 1, 66175, 508, 492, 2155, 6, 1528, 6522]",0.4837592820372648,10619.0
"[1, 1, 0, 0, 49446, 680, 523, 2894, 4, 863, 3134]",0.8836955036217029,19398.0
"[1, 0, 0, 0, 115829, 480, 562, 4155, 4, 594, 6043]",1.1641838640608628,25555.0
"[0, 1, 0, 0, 113960, 368, 204, 4840, 2, 1289, 6809]",0.3517379618240627,7721.0
"[1, 1, 0, 0, 52739, 819, 602, 5924, 8, 869, 3254]",0.8549496606077172,18767.0
"[0, 1, 1, 0, 57942, 364, 701, 1885, 0, 1585, 8016]",0.4086374197075304,8970.0
